# 
# This file contains the parameter values of the Design Points successfully updated by Ansys Workbench.
# Project name: wb_project_etp
# Creation date: 12/02/2022 15:03:13
# 
# 12/02/2022 15:03:13
# The parameters defined in the project are:
# ,P1 - Edge Sizing Number of Divisions
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P1
DP 0,20
